intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
28000,3.160565176780005e-06,0.2903225806451613,3.047687849037862e-06,1.9049279754059146e-06,1.4444444444444444,1.0,0.628539361054709,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_020489715.1 Klebsiella phage pJN2-26 strain=Klebsiella pneumoniae ST4656 isolate JN2-26, ASM2048971v1",e0877a535847bebb5f4af3fca8b95847,0.3010752688172043,27000,10,2380000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,39,18843,20473215
26000,2.934810521295719e-06,0.10196078431372549,2.934810521295719e-06,1.660706440097464e-06,1.3076923076923077,1.0,0.5384615384615384,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_015502055.1 Klebsiella phage Miami, ASM1550205v1",98955da70a5ff325b07164ed7fa76b5a,0.10196078431372549,26000,11,2354000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.6630325367231319,0.9289962761583218,0.7960144064407269,0.9289962761583218,False,34,18877,20473215
26000,2.934810521295719e-06,0.36619718309859156,2.934810521295719e-06,6.984735909821686e-06,5.5,4.0,4.651302547095317,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002955325.1 Erysipelothrix phage phi1605, ASM295532v1",6f0e1dd2a6f0b3531697911e11474e12,0.36619718309859156,26000,12,2328000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,143,19020,20473215
25000,2.821933193553576e-06,0.3424657534246575,2.821933193553576e-06,2.2468381248377453e-06,1.84,1.0,1.1551623262554922,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002989935.1 Pectobacterium phage vB_PatP_CB3, ASM298993v1",ee3d5f52f159fedb42aee80ecf91dee0,0.3424657534246575,25000,13,2303000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,46,19066,20473215
33000,3.72495181549072e-06,0.0860655737704918,2.3704238825850035e-06,7.31199276713501e-05,71.28571428571429,2.0,228.97850655156483,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001857825.1 uncultured human fecal virus, ASM185782v1",34484b9f9af03ab9bc48c34e2c55e8c8,0.13524590163934427,21000,14,2282000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.6681513649833912,0.9375010128464539,0.8028261889149226,0.9375010128464539,False,1497,20563,20473215
21000,2.3704238825850035e-06,0.4117647058823529,2.3704238825850035e-06,7.668556208685348e-06,7.476190476190476,2.0,11.549558010999084,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002618245.1 Aeromonas phage 51, ASM261824v1",270a82675b02f558ec580b6c26cbb51e,0.4117647058823529,21000,15,2261000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,157,20720,20473215
20000,2.2575465548428606e-06,0.4878048780487805,2.2575465548428606e-06,7.277801752191827e-06,7.45,3.5,9.599348936256042,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_022401845.1 Aeromonas phage phiA005, ASM2240184v1",751399ebb2615b5601ea3a30ee60199e,0.4878048780487805,20000,16,2241000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,149,20869,20473215
20000,2.2575465548428606e-06,0.19230769230769232,2.2575465548428606e-06,1.6118621330357737e-06,1.65,1.0,0.9630680142129111,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003442555.1 Bacteroides phage crAss001 strain=crAss001, ASM344255v1",844d70661f4914890efd1037e869b7be,0.19230769230769232,20000,17,2221000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.6574447306093723,0.9482069144938485,0.8028258225516104,0.9482069144938485,False,33,20902,20473215
27000,3.047687849037862e-06,0.0815450643776824,2.1446692271007176e-06,1.7583950542208442e-06,1.894736842105263,1.0,1.5181268528269432,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_021497835.1 Aeromonas phage pAEv1810, ASM2149783v1",2c3ff33b091ee2879e9746b8d8db9bc4,0.11587982832618025,19000,18,2202000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.6638402239327066,0.9328390212664898,0.7983396225995982,0.9328390212664898,False,36,20938,20473215
20000,2.2575465548428606e-06,0.4418604651162791,2.1446692271007176e-06,3.4679458013799983e-06,3.736842105263158,2.0,2.7307624781205995,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003143235.1 Aeromonas phage 62AhydR11PP, ASM314323v1",c9bbcef3ae1467775aa32a3bb1bc9c9d,0.46511627906976744,19000,19,2183000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,71,21009,20473215
19000,2.1446692271007176e-06,0.18446601941747573,2.1446692271007176e-06,2.4910596601461957e-06,2.6842105263157894,2.0,2.363152033751963,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003044105.1 Aeromonas phage AhSzw-1, ASM304410v1",5ea76eb300e521ab192d536ffd7db19e,0.18446601941747573,19000,20,2164000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.6563578073034118,0.9469343767200146,0.8016460920117132,0.9469343767200146,False,51,21060,20473215
18000,2.0317918993585746e-06,0.15,2.0317918993585746e-06,1.269951983603943e-06,1.4444444444444444,1.0,0.6849348892187752,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_022401875.1 Aeromonas phage phiA047, ASM2240187v1",374b5cc5c67da4448618630f48b3dd81,0.15,18000,21,2146000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.6552140487908398,0.9406375218504108,0.7979257853206253,0.9406375218504108,False,26,21086,20473215
17000,1.9189145716164316e-06,0.3541666666666667,1.9189145716164316e-06,1.7583950542208442e-06,2.1176470588235294,2.0,1.2310852668503736,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_021351835.1 Stenotrophomonas phage vB_SM_ytsc_ply2008005c, ASM2135183v1",e7e5c20328663cb0afdfd413a0ef7f12,0.3541666666666667,17000,22,2129000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,36,21122,20473215
17000,1.9189145716164316e-06,0.10967741935483871,1.9189145716164316e-06,1.0745747553571826e-06,1.2941176470588236,1.0,0.45564509955381377,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003665805.1 Lactobacillus phage Bromius, ASM366580v1",eea03fc23ff241a40e44c0caa3d8a1be,0.10967741935483871,17000,23,2112000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.654007065225641,0.9311851456548536,0.7925961054402473,0.9311851456548536,False,22,21144,20473215
17000,1.9189145716164316e-06,0.09550561797752809,1.9189145716164316e-06,1.318796290665633e-06,1.588235294117647,1.0,0.9112901991076275,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002629085.1 Aeromonas phage AS-gz, ASM262908v1",02aa5e8ca99de268e32b7cfea28b03ac,0.09550561797752809,17000,24,2095000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.654007065225641,0.927038363931342,0.7905227145784914,0.927038363931342,False,27,21171,20473215
17000,1.9189145716164316e-06,0.38636363636363635,1.9189145716164316e-06,1.8560836683442244e-06,2.235294117647059,2.0,1.5157763207911912,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000864505.1 Pseudomonas phage 73, ViralProj16384",61ece6619c1a1b8e8dae837a83043233,0.38636363636363635,17000,25,2078000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,38,21209,20473215
16000,1.8060372438742886e-06,0.35555555555555557,1.8060372438742886e-06,1.269951983603943e-06,1.625,1.0,1.2183492931011204,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003958845.1 Escherichia phage 500465-1, ASM395884v1",cc93fea524332b308deabfa4931f75af,0.35555555555555557,16000,26,2062000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,26,21235,20473215
17000,1.9189145716164316e-06,0.13559322033898305,1.8060372438742886e-06,1.9049279754059146e-06,2.4375,2.5,1.6189792308735773,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_022401855.1 Aeromonas phage phiA009, ASM2240185v1",9086df45c58594a3be4a3b7793c7dc8c,0.1440677966101695,16000,27,2046000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.654007065225641,0.9394139331222183,0.7967104991739297,0.9394139331222183,False,39,21274,20473215
15000,1.6931599161321454e-06,0.2830188679245283,1.6931599161321454e-06,1.709550747159154e-06,2.3333333333333335,2.0,1.776388345929897,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_021497745.1 Aeromonas phage phiA008, ASM2149774v1",117b5ead449bfa36887fbae112f620c2,0.2830188679245283,15000,28,2031000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,35,21309,20473215
15000,1.6931599161321454e-06,0.3125,1.6931599161321454e-06,1.3676405977273233e-06,1.8666666666666667,2.0,1.0873004286866725,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_013375085.2 Escherichia phage vB_EcoM_4HA13, ASM1337508v1",142abd07e1f98840b51d6571241c8deb,0.3125,15000,29,2016000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,28,21337,20473215
15000,1.6931599161321454e-06,0.17045454545454544,1.6931599161321454e-06,1.318796290665633e-06,1.8,1.0,1.2754084313139327,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_009653175.1 Prokaryotic dsDNA virus sp., ASM965317v1",20ab67951e5aacd79220505cd8273b36,0.17045454545454544,15000,30,2001000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,27,21364,20473215
19000,2.1446692271007176e-06,0.4054054054054055,1.6931599161321454e-06,2.1491495107143653e-06,2.933333333333333,2.0,2.462158041682585,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_004785185.1 Streptococcus phage Javan630, ASM478518v1",a64fb473d0f0990ffb5ef4ef505dde93,0.5135135135135136,15000,31,1986000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,44,21408,20473215
15000,1.6931599161321454e-06,0.25862068965517243,1.6931599161321454e-06,1.2211076765422529e-06,1.6666666666666667,1.0,1.1352924243950933,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003714145.1 uncultured Caudovirales phage, ASM371414v1",3ceda18fcdcdf256af887cd40907c676,0.25862068965517243,15000,32,1971000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,25,21433,20473215
14000,1.5802825883900024e-06,0.19444444444444445,1.5802825883900024e-06,2.2956824318994353e-06,3.357142857142857,1.5,4.78997677979971,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000881335.1 Sulfitobacter phage EE36phi1 strain=EE36P1, ViralProj38079",c58f9dfe31ee12c2228017334481ab9d,0.19444444444444445,14000,33,1957000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,47,21480,20473215
14000,1.5802825883900024e-06,0.25925925925925924,1.5802825883900024e-06,1.1234190624188726e-06,1.6428571428571428,1.0,0.9715336077668175,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_006965385.1 Corynebacterium phage Adelaide, ASM696538v1",f9c0276e2be98912339ea6368acb2970,0.25925925925925924,14000,34,1943000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,23,21503,20473215
14000,1.5802825883900024e-06,0.2641509433962264,1.5802825883900024e-06,1.8072393612825342e-06,2.642857142857143,3.0,1.3420210162897097,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002616785.1 Streptococcus phage IPP61, ASM261678v1",22f0f0a749a341da6c668265c268cb07,0.2641509433962264,14000,35,1929000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,37,21540,20473215
14000,1.5802825883900024e-06,0.10606060606060606,1.5802825883900024e-06,7.326646059253518e-07,1.0714285714285714,1.0,0.25753937681885636,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000894715.1 Cronobacter phage CR3, ViralProj167658",a7c2ec7c9db9f70dd68335f53f3fd87a,0.10606060606060606,14000,36,1915000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.6499237558102114,0.9301784236606676,0.7900510897354396,0.9301784236606676,False,15,21555,20473215
14000,1.5802825883900024e-06,0.3333333333333333,1.5802825883900024e-06,9.280418341721122e-07,1.3571428571428572,1.0,0.7178482586514923,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_014488515.1 Escherichia phage DN1, ASM1448851v1",a10ac70f83b2add48dd24207f82eecf5,0.3333333333333333,14000,37,1901000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,19,21574,20473215
13000,1.4674052606478594e-06,0.2826086956521739,1.4674052606478594e-06,8.791975271104221e-07,1.3846153846153846,1.0,0.8355984993230935,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_021355155.1 Klebsiella phage Kp4873-4, ASM2135515v1",31553fa3c2564f1f5a19573311cc183a,0.2826086956521739,13000,38,1888000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,18,21592,20473215
13000,1.4674052606478594e-06,0.23214285714285715,1.4674052606478594e-06,1.3676405977273233e-06,2.1538461538461537,2.0,1.166596222161777,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_020535945.1 Klebsiella phage vB_KleM_KB2, ASM2053594v1",5536dc84e030644ec078752c8094a86d,0.23214285714285715,13000,39,1875000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,28,21620,20473215
13000,1.4674052606478594e-06,0.12745098039215685,1.4674052606478594e-06,1.1722633694805629e-06,1.8461538461538463,2.0,0.9483713850721502,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001500855.2 Escherichia phage SUSP1, ViralProj307802",29f0d3ef841ba0f70778305d9c02dc58,0.12745098039215685,13000,40,1862000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.6483719168789525,0.9357074829702884,0.7920396999246204,0.9357074829702884,False,24,21644,20473215
13000,1.4674052606478594e-06,0.20634920634920634,1.4674052606478594e-06,2.4910596601461957e-06,3.923076923076923,2.0,4.632021297638337,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_002602905.1 Acidithiobacillus phage AcaML1, ASM260290v1",b1fdb85795e241bbbbf0e1c0fe2dd309,0.20634920634920634,13000,41,1849000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,51,21695,20473215
16000,1.8060372438742886e-06,0.28888888888888886,1.4674052606478594e-06,2.4910596601461957e-06,3.923076923076923,1.0,4.858957445339618,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_008952145.1 Aeromonas phage 4_L372X, ASM895214v1",6e0f728c4b88689637d767bb3d22b21a,0.35555555555555557,13000,42,1836000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,51,21746,20473215
12000,1.3545279329057165e-06,0.3157894736842105,1.3545279329057165e-06,2.1491495107143653e-06,3.6666666666666665,2.5,3.197221015541813,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_003714425.1 uncultured Caudovirales phage, ASM371442v1",f70f3edb3f36853f31ace8956247b046,0.3157894736842105,12000,43,1824000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,44,21790,20473215
12000,1.3545279329057165e-06,0.08571428571428572,1.3545279329057165e-06,7.815089129870419e-07,1.3333333333333333,1.0,0.4714045207910317,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000846045.1 Lactobacillus virus LP65, ViralProj14547",4ee146dd14db4613e72b1937bde53cc2,0.08571428571428572,12000,44,1812000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.6466999652259753,0.9238093673119439,0.7852546662689596,0.9238093673119439,False,16,21806,20473215
15000,1.6931599161321454e-06,0.2553191489361702,1.3545279329057165e-06,3.5167901084416883e-06,6.0,1.0,8.144527815247077,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_008215145.1 Aeromonas phage 4_4512, ASM821514v1",20dee8bb45e183b3378f5111b414a042,0.3191489361702128,12000,45,1800000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,72,21878,20473215
17000,1.9189145716164316e-06,0.10344827586206896,1.3545279329057165e-06,9.280418341721122e-07,1.5833333333333333,1.0,0.7592027982620249,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_008215005.1 Aeromonas phage 2_L372X, ASM821500v1",dbea1fdc8f571e2b46748004cfbead8c,0.14655172413793102,12000,46,1788000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.654007065225641,0.9399321001336777,0.7969695826796593,0.9399321001336777,False,19,21897,20473215
12000,1.3545279329057165e-06,0.2682926829268293,1.2416506051635733e-06,3.858700257873519e-06,7.181818181818182,2.0,9.1930624219688,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_000902775.1 Escherichia phage HK544, ViralProj183160",11b2aa864ef210d9d17e65602e9c4f39,0.2926829268292683,11000,47,1777000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,79,21976,20473215
11000,1.2416506051635733e-06,0.22448979591836735,1.2416506051635733e-06,8.30353220048732e-07,1.5454545454545454,1.0,0.8907235428302467,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_004785125.1 Streptococcus phage Javan618, ASM478512v1",190f3fcf5a84f601d757dcde896966a9,0.22448979591836735,11000,48,1766000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,17,21993,20473215
11000,1.2416506051635733e-06,0.0421455938697318,1.2416506051635733e-06,9.426951262906192e-06,17.545454545454547,1.0,52.00588015069002,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_902730195.1 uncultured phage, FFC_PHAGE_44_113",113f83b7e3e50630b09e5833ae35509a,0.0421455938697318,11000,49,1755000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.6448873407708832,0.9028948316172969,0.77389108619409,0.9028948316172969,False,193,22186,20473215
11000,1.2416506051635733e-06,0.11578947368421053,1.2416506051635733e-06,8.791975271104221e-07,1.6363636363636365,1.0,0.7713892158398701,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_015914095.1 Stx2a-converting phage Stx2_499, ASM1591409v1",688786dc63079d1e4d1411b64a85b999,0.11578947368421053,11000,50,1744000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,0.6448873407708832,0.9328155491882734,0.7888514449795783,0.9328155491882734,False,18,22204,20473215
11000,1.2416506051635733e-06,0.2391304347826087,1.2416506051635733e-06,5.372873776785913e-07,1.0,1.0,0.0,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_020495495.1 Hafnia phage vB_HpaM_Meifeng, ASM2049549v1",9c5db157674d155c0549dee56f89f6ee,0.2391304347826087,11000,51,1733000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,11,22215,20473215
10000,1.1287732774214303e-06,0.2222222222222222,1.1287732774214303e-06,9.768861412338024e-07,2.0,1.0,1.61245154965971,/ceph/db/sourmash/genbank-2022.03-viral-k31.zip,"GCA_001015325.1 Enterobacteria phage phi80, ViralProj284780",3e68673debafb97a10b5f838df3dfc6c,0.2222222222222222,10000,52,1723000,output_dir/fastp/P2WF_2.fq.gz,P2WF,1b048a65,8859175000,31,DNA,1000,8859175,True,,,,,False,20,22235,20473215
